GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT3G53360	AT3G53360		Chr3	19783849	19786808	+	protein_coding
AT3G53365	AT3G53365		Chr3	19787255	19787702	+	other_rna
AT3G53370	AT3G53370		Chr3	19787852	19788907	-	protein_coding
AT3G53380	AT3G53380		Chr3	19789038	19791695	-	protein_coding
AT3G53390	AT3G53390		Chr3	19792466	19796807	+	protein_coding
AT3G53400	AT3G53400		Chr3	19798107	19800136	+	protein_coding
AT3G53403	AT3G53403		Chr3	19800417	19800742	-	pseudogene
AT3G53410	AT3G53410	LUL2	Chr3	19800951	19802328	-	protein_coding
AT3G53420	AT3G53420	PIP2A	Chr3	19803473	19805730	-	protein_coding
AT3G53430	AT3G53430		Chr3	19809313	19810520	-	protein_coding
AT3G53440	AT3G53440		Chr3	19810655	19812713	+	protein_coding
AT3G53450	AT3G53450	LOG4	Chr3	19812977	19815666	-	protein_coding
AT3G08340	AT3G08340		Chr3	19815666	19815869	+	long_noncoding_rna
AT3G08345	AT3G08345		Chr3	19818658	19818871	+	long_noncoding_rna
AT3G53460	AT3G53460	CP29	Chr3	19818975	19821519	-	protein_coding
AT3G53470	AT3G53470		Chr3	19822679	19823541	+	protein_coding
AT3G53480	AT3G53480	ABCG37	Chr3	19825267	19831880	+	protein_coding
AT3G53490	AT3G53490		Chr3	19832448	19834304	+	protein_coding
AT3G53500	AT3G53500	RS2Z32	Chr3	19834240	19837088	-	protein_coding
AT3G53510	AT3G53510	ABCG20	Chr3	19837148	19839983	-	protein_coding
AT3G53520	AT3G53520	UXS1	Chr3	19841374	19844412	+	protein_coding
AT3G53530	AT3G53530	NAKR3	Chr3	19845097	19846820	+	protein_coding
AT3G08350	AT3G08350		Chr3	19845287	19845680	-	antisense_long_noncoding_rna
AT3G53540	AT3G53540	TRM19	Chr3	19846647	19851045	-	protein_coding
AT3G53550	AT3G53550		Chr3	19856870	19858308	+	protein_coding
AT3G53560	AT3G53560		Chr3	19859585	19861178	-	protein_coding
AT3G53570	AT3G53570	FC1	Chr3	19861177	19864588	-	protein_coding
AT3G53580	AT3G53580		Chr3	19864631	19867134	+	protein_coding
AT3G53590	AT3G53590		Chr3	19866880	19872749	-	protein_coding
AT3G08355	AT3G08355		Chr3	19871876	19872319	+	long_noncoding_rna
AT3G00900	AT3G00900		Chr3	19873974	19874580	-	novel_transcribed_region
AT3G08360	AT3G08360		Chr3	19874222	19874577	-	long_noncoding_rna
AT3G53600	AT3G53600		Chr3	19875375	19876177	+	protein_coding
AT3G53610	AT3G53610	RAB8	Chr3	19876232	19878792	-	protein_coding
AT3G53611	AT3G53611		Chr3	19878542	19878694	+	protein_coding
AT3G53620	AT3G53620	PPa4	Chr3	19880504	19883743	+	protein_coding
AT3G53630	AT3G53630		Chr3	19883787	19885938	+	protein_coding
AT3G53640	AT3G53640		Chr3	19887007	19888935	-	protein_coding
AT3G53650	AT3G53650		Chr3	19889297	19890251	+	protein_coding
AT3G53670	AT3G53670		Chr3	19890364	19892443	+	protein_coding
AT3G53680	AT3G53680		Chr3	19892525	19897955	-	protein_coding
AT3G53690	AT3G53690		Chr3	19898788	19900235	-	protein_coding
AT3G53700	AT3G53700	MEE40	Chr3	19900240	19903173	+	protein_coding
AT3G53710	AT3G53710	AGD6	Chr3	19903234	19905590	-	protein_coding
AT3G53720	AT3G53720	CHX20	Chr3	19905591	19910244	-	protein_coding
AT3G53730	AT3G53730		Chr3	19912385	19913515	-	protein_coding
AT3G53740	AT3G53740		Chr3	19913651	19915066	-	protein_coding
AT3G53750	AT3G53750	ACT3	Chr3	19915257	19917775	+	protein_coding
AT3G53760	AT3G53760	GCP4	Chr3	19917788	19922512	-	protein_coding
AT3G53770	AT3G53770		Chr3	19923304	19924113	+	protein_coding
AT3G53775	AT3G53775		Chr3	19924377	19924448	+	pre_trna
AT3G53780	AT3G53780	RBL4	Chr3	19924538	19927026	-	protein_coding
AT3G53790	AT3G53790	TRFL4	Chr3	19928478	19930267	+	protein_coding
AT3G53800	AT3G53800	Fes1B	Chr3	19930798	19932961	+	protein_coding
AT3G53810	AT3G53810		Chr3	19932970	19935392	-	protein_coding
AT3G53820	AT3G53820		Chr3	19938564	19939231	+	protein_coding
AT3G53830	AT3G53830		Chr3	19940499	19943885	+	protein_coding
AT3G53840	AT3G53840		Chr3	19945571	19947844	+	protein_coding
AT3G53850	AT3G53850		Chr3	19948093	19949346	-	protein_coding
AT3G53860	AT3G53860		Chr3	19949557	19951350	-	protein_coding
AT3G53870	AT3G53870		Chr3	19951424	19953018	+	protein_coding
AT3G53880	AT3G53880	AKR4C11	Chr3	19953117	19955291	+	protein_coding
AT3G53890	AT3G53890		Chr3	19955344	19956449	-	protein_coding
AT3G53900	AT3G53900	UPP	Chr3	19956590	19959075	-	protein_coding
AT3G53910	AT3G53910		Chr3	19959856	19960446	-	protein_coding
AT3G53920	AT3G53920	SIGC	Chr3	19960789	19963980	-	protein_coding
AT3G00910	AT3G00910		Chr3	19963980	19964603	-	novel_transcribed_region
AT3G53930	AT3G53930		Chr3	19966149	19970880	+	protein_coding
AT3G53940	AT3G53940		Chr3	19970929	19973769	-	protein_coding
AT3G53950	AT3G53950		Chr3	19975339	19977532	+	protein_coding
AT3G53960	AT3G53960		Chr3	19978122	19981086	-	protein_coding
AT3G53965	AT3G53965		Chr3	19984941	19985011	+	pre_trna
AT3G53970	AT3G53970		Chr3	19985087	19987377	+	protein_coding
AT3G53980	AT3G53980		Chr3	19987562	19988463	-	protein_coding
AT3G53990	AT3G53990		Chr3	19989292	19991186	-	protein_coding
AT3G54000	AT3G54000		Chr3	19996177	19998736	+	protein_coding
AT3G54010	AT3G54010	PAS1	Chr3	20000821	20005280	+	protein_coding
AT3G54020	AT3G54020	AtIPCS1	Chr3	20005616	20008254	+	protein_coding
AT3G54030	AT3G54030	BSK6	Chr3	20010927	20013766	+	protein_coding
AT3G54040	AT3G54040		Chr3	20013726	20015653	-	protein_coding
AT3G54050	AT3G54050	HCEF1	Chr3	20016837	20018822	+	protein_coding
AT3G54060	AT3G54060		Chr3	20018656	20020926	-	protein_coding
AT3G54065	AT3G54065		Chr3	20021255	20022235	-	protein_coding
AT3G54070	AT3G54070		Chr3	20022642	20023603	-	protein_coding
AT3G54080	AT3G54080		Chr3	20025267	20027022	+	protein_coding
AT3G08365	AT3G08365		Chr3	20025991	20026491	-	antisense_long_noncoding_rna
AT3G54085	AT3G54085		Chr3	20026581	20027991	-	protein_coding
AT3G54090	AT3G54090	FLN1	Chr3	20028052	20030055	+	protein_coding
AT3G08370	AT3G08370		Chr3	20030910	20031192	-	long_noncoding_rna
AT3G54100	AT3G54100		Chr3	20033951	20038200	-	protein_coding
AT3G54110	AT3G54110	PUMP1	Chr3	20038670	20041210	+	protein_coding
AT3G54120	AT3G54120		Chr3	20041126	20042340	-	protein_coding
AT3G54130	AT3G54130		Chr3	20042641	20044580	-	protein_coding
AT3G54140	AT3G54140	PTR1	Chr3	20045603	20048745	-	protein_coding
AT3G54150	AT3G54150		Chr3	20050564	20052931	-	protein_coding
AT3G54160	AT3G54160		Chr3	20053020	20055309	+	protein_coding
AT3G54170	AT3G54170	FIP37	Chr3	20056664	20059583	+	protein_coding
AT3G54180	AT3G54180	CDKB1;1	Chr3	20059671	20061488	+	protein_coding
AT3G54190	AT3G54190		Chr3	20061418	20064161	-	protein_coding
AT3G54200	AT3G54200		Chr3	20065607	20066617	+	protein_coding
AT3G08375	AT3G08375		Chr3	20066842	20067399	+	novel_transcribed_region
AT3G54210	AT3G54210		Chr3	20067540	20068614	-	protein_coding
AT3G54220	AT3G54220	SCR	Chr3	20069987	20072878	+	protein_coding
AT3G54230	AT3G54230	SUA	Chr3	20073028	20080384	+	protein_coding
AT3G54240	AT3G54240		Chr3	20080856	20082360	+	protein_coding
AT3G54250	AT3G54250		Chr3	20082046	20084762	-	protein_coding
AT3G54260	AT3G54260	TBL36	Chr3	20084971	20086967	-	protein_coding
AT3G54270	AT3G54270		Chr3	20086977	20089861	-	protein_coding
AT3G08380	AT3G08380		Chr3	20091041	20091431	-	long_noncoding_rna
AT3G54280	AT3G54280	RGD3	Chr3	20091852	20104257	+	protein_coding
AT3G54290	AT3G54290		Chr3	20104352	20106215	-	protein_coding
AT3G54300	AT3G54300	VAMP727	Chr3	20108207	20110883	-	protein_coding
AT3G54310	AT3G54310		Chr3	20111153	20112944	-	protein_coding
AT3G54320	AT3G54320	WRI1	Chr3	20114488	20118745	+	protein_coding
AT3G54340	AT3G54340	AP3	Chr3	20119140	20121314	-	protein_coding
AT3G54350	AT3G54350	emb1967	Chr3	20122017	20126981	-	protein_coding
AT3G54360	AT3G54360		Chr3	20128127	20131968	-	protein_coding
AT3G54363	AT3G54363		Chr3	20132068	20132535	-	protein_coding
AT3G54366	AT3G54366		Chr3	20132886	20133750	+	other_rna
AT3G54380	AT3G54380	SAC3C	Chr3	20133893	20137007	-	protein_coding
AT3G54390	AT3G54390		Chr3	20137577	20139244	-	protein_coding
AT3G54400	AT3G54400		Chr3	20140025	20142763	-	protein_coding
AT3G54410	AT3G54410		Chr3	20144398	20145489	+	protein_coding
AT3G54420	AT3G54420	EP3	Chr3	20145905	20148266	+	protein_coding
AT3G54430	AT3G54430	SRS6	Chr3	20146626	20148221	-	protein_coding
AT3G54440	AT3G54440		Chr3	20148208	20157199	-	protein_coding
AT3G08390	AT3G08390		Chr3	20157730	20158041	+	long_noncoding_rna
AT3G08395	AT3G08395		Chr3	20157877	20158109	-	long_noncoding_rna
AT3G54450	AT3G54450		Chr3	20158440	20162005	+	protein_coding
AT3G54460	AT3G54460		Chr3	20161942	20167326	-	protein_coding
AT3G54470	AT3G54470		Chr3	20168005	20170320	-	protein_coding
AT3G54480	AT3G54480	SKIP5	Chr3	20170654	20173530	-	protein_coding
AT3G54490	AT3G54490	RPB5E	Chr3	20173605	20175462	+	protein_coding
AT3G08400	AT3G08400		Chr3	20173630	20173850	-	antisense_long_noncoding_rna
AT3G54500	AT3G54500		Chr3	20175370	20179070	-	protein_coding
AT3G08405	AT3G08405		Chr3	20178471	20178736	+	antisense_long_noncoding_rna
AT3G54510	AT3G54510		Chr3	20180007	20183588	+	protein_coding
AT3G54520	AT3G54520		Chr3	20183517	20185202	-	protein_coding
AT3G54530	AT3G54530		Chr3	20185966	20187637	-	protein_coding
AT3G08410	AT3G08410		Chr3	20187985	20188376	+	other_rna
AT3G54540	AT3G54540	ABCF4	Chr3	20189794	20192940	+	protein_coding
AT3G54550	AT3G54550		Chr3	20193627	20194663	-	protein_coding
AT3G54560	AT3G54560	HTA11	Chr3	20196140	20197726	+	protein_coding
AT3G54570	AT3G54570		Chr3	20197949	20199202	-	protein_coding
AT3G54580	AT3G54580		Chr3	20200573	20203919	-	protein_coding
AT3G54590	AT3G54590	HRGP1	Chr3	20206128	20208783	+	protein_coding
AT3G54600	AT3G54600	DJ1F	Chr3	20210792	20213172	+	protein_coding
AT3G54610	AT3G54610	HAG1	Chr3	20213406	20217653	+	protein_coding
AT3G54620	AT3G54620	BZIP25	Chr3	20217854	20220497	-	protein_coding
AT3G54625	AT3G54625		Chr3	20220674	20223024	+	antisense_long_noncoding_rna
AT3G54630	AT3G54630		Chr3	20221097	20223028	-	protein_coding
AT3G54640	AT3G54640	TSA1	Chr3	20223034	20225523	-	protein_coding
AT3G54650	AT3G54650	FBL17	Chr3	20225730	20229214	-	protein_coding
AT3G54660	AT3G54660	GR	Chr3	20229637	20233211	-	protein_coding
AT3G54670	AT3G54670	TTN8	Chr3	20235506	20244046	+	protein_coding
AT3G54680	AT3G54680		Chr3	20244284	20246080	+	protein_coding
AT3G54690	AT3G54690	SETH3	Chr3	20246504	20248152	+	protein_coding
AT3G54700	AT3G54700	PHT1;7	Chr3	20248214	20250948	-	protein_coding
AT3G54710	AT3G54710	CDT1B	Chr3	20251812	20254323	+	protein_coding
AT3G54720	AT3G54720	AMP1	Chr3	20254639	20257916	-	protein_coding
AT3G54730	AT3G54730		Chr3	20259003	20260458	+	protein_coding
AT3G54740	AT3G54740		Chr3	20262175	20264686	+	protein_coding
AT3G54750	AT3G54750		Chr3	20264634	20268885	-	protein_coding
AT3G54760	AT3G54760		Chr3	20269024	20272504	-	protein_coding
AT3G08415	AT3G08415		Chr3	20272784	20273250	+	long_noncoding_rna
AT3G54770	AT3G54770	ARP1	Chr3	20273672	20276016	-	protein_coding
AT3G08420	AT3G08420		Chr3	20277775	20278026	+	long_noncoding_rna
AT3G54780	AT3G54780		Chr3	20278798	20281551	+	protein_coding
AT3G54790	AT3G54790		Chr3	20281535	20285290	-	protein_coding
AT3G08425	AT3G08425		Chr3	20284353	20284957	+	antisense_long_noncoding_rna
AT3G54800	AT3G54800		Chr3	20286070	20290268	+	protein_coding
AT3G54810	AT3G54810	BME3	Chr3	20296130	20298827	+	protein_coding
AT3G54820	AT3G54820	PIP2;5	Chr3	20301759	20304309	+	protein_coding
AT3G54823	AT3G54823		Chr3	20305300	20309796	-	transposable_element_gene
AT3G54826	AT3G54826	ZR3	Chr3	20310269	20311854	+	protein_coding
AT3G54830	AT3G54830		Chr3	20311901	20315887	-	protein_coding
AT3G08430	AT3G08430		Chr3	20316287	20316537	-	long_noncoding_rna
AT3G08435	AT3G08435		Chr3	20317428	20317880	-	long_noncoding_rna
AT3G54840	AT3G54840	ARA6	Chr3	20318412	20321106	+	protein_coding
AT3G54850	AT3G54850	PUB14	Chr3	20321353	20324020	+	protein_coding
AT3G54860	AT3G54860	ATVPS33	Chr3	20324088	20330030	-	protein_coding
AT3G54870	AT3G54870	MRH2	Chr3	20330680	20336866	+	protein_coding
AT3G54880	AT3G54880		Chr3	20336687	20338598	-	protein_coding
AT3G54890	AT3G54890	LHCA1	Chr3	20339504	20341176	-	protein_coding
AT3G54900	AT3G54900	CXIP1	Chr3	20341357	20342464	-	protein_coding
AT3G54910	AT3G54910		Chr3	20342753	20345594	-	protein_coding
AT3G54920	AT3G54920	PMR6	Chr3	20344785	20348659	+	protein_coding
AT3G08445	AT3G08445		Chr3	20348630	20349316	+	novel_transcribed_region
AT3G54925	AT3G54925		Chr3	20349435	20349980	-	protein_coding
AT3G54930	AT3G54930		Chr3	20350839	20353007	-	protein_coding
AT3G54940	AT3G54940		Chr3	20354351	20356363	+	protein_coding
AT3G54950	AT3G54950	pPLAIIIbeta	Chr3	20358896	20361560	-	protein_coding
AT3G54960	AT3G54960	PDIL1-3	Chr3	20363260	20366874	-	protein_coding
AT3G54970	AT3G54970		Chr3	20368127	20370131	-	protein_coding
AT3G54980	AT3G54980		Chr3	20370205	20374261	+	protein_coding
AT3G54990	AT3G54990	SMZ	Chr3	20373718	20376522	-	protein_coding
AT3G55000	AT3G55000	TON1A	Chr3	20381460	20383878	+	protein_coding
AT3G55005	AT3G55005	TON1B	Chr3	20383896	20386452	+	protein_coding
AT3G55010	AT3G55010	PUR5	Chr3	20386597	20388860	+	protein_coding
AT3G55020	AT3G55020		Chr3	20388869	20394987	-	protein_coding
AT3G55030	AT3G55030	PGPS2	Chr3	20396597	20398653	+	protein_coding
AT3G55040	AT3G55040	GSTL2	Chr3	20398538	20400346	-	protein_coding
AT3G55050	AT3G55050		Chr3	20400430	20402595	-	protein_coding
AT3G55060	AT3G55060		Chr3	20402963	20407103	-	protein_coding
AT3G55070	AT3G55070		Chr3	20408274	20411364	+	protein_coding
AT3G55080	AT3G55080		Chr3	20411342	20416043	-	protein_coding
AT3G55090	AT3G55090	ABCG16	Chr3	20416183	20418910	-	protein_coding
AT3G55100	AT3G55100	ABCG17	Chr3	20420279	20423114	-	protein_coding
AT3G55110	AT3G55110	ABCG18	Chr3	20424550	20427384	-	protein_coding
AT3G55120	AT3G55120	TT5	Chr3	20430059	20431597	-	protein_coding
AT3G55130	AT3G55130	ABCG19	Chr3	20433839	20436453	-	protein_coding
AT3G55140	AT3G55140		Chr3	20438627	20440452	+	protein_coding
AT3G55150	AT3G55150	EXO70H1	Chr3	20440491	20442650	-	protein_coding
AT3G08450	AT3G08450		Chr3	20444479	20444910	+	long_noncoding_rna
AT3G55160	AT3G55160		Chr3	20444502	20452626	-	protein_coding
AT3G55170	AT3G55170		Chr3	20452910	20454530	-	protein_coding
AT3G55180	AT3G55180		Chr3	20454746	20456843	+	protein_coding
AT3G55190	AT3G55190		Chr3	20457919	20460137	+	protein_coding
AT3G55200	AT3G55200	SAP130a	Chr3	20460329	20465201	+	protein_coding
AT3G55210	AT3G55210	NAC063	Chr3	20465095	20466419	+	protein_coding
AT3G55220	AT3G55220	SAP130b	Chr3	20466676	20471171	-	protein_coding
AT3G55230	AT3G55230		Chr3	20471787	20472946	+	protein_coding
AT3G55240	AT3G55240		Chr3	20473335	20475332	-	protein_coding
AT3G08455	AT3G08455		Chr3	20476616	20477183	+	long_noncoding_rna
AT3G08460	AT3G08460		Chr3	20477505	20477895	-	long_noncoding_rna
AT3G08465	AT3G08465		Chr3	20477542	20477813	+	long_noncoding_rna
AT3G55250	AT3G55250	PDE329	Chr3	20479121	20480739	+	protein_coding
AT3G55252	AT3G55252		Chr3	20480728	20481322	-	protein_coding
AT3G55254	AT3G55254		Chr3	20482190	20482813	-	protein_coding
AT3G55258	AT3G55258		Chr3	20487981	20488469	-	pseudogene
AT3G55260	AT3G55260	HEXO1	Chr3	20489096	20493096	+	protein_coding
AT3G55270	AT3G55270	MKP1	Chr3	20496081	20500019	+	protein_coding
AT3G55280	AT3G55280	RPL23AB	Chr3	20500234	20501738	+	protein_coding
AT3G55290	AT3G55290		Chr3	20502443	20503868	+	protein_coding
AT3G55300	AT3G55300		Chr3	20504036	20504901	-	transposable_element_gene
AT3G55310	AT3G55310		Chr3	20505743	20507025	+	protein_coding
AT3G08470	AT3G08470		Chr3	20506149	20506477	-	antisense_long_noncoding_rna
AT3G55320	AT3G55320	ABCB20	Chr3	20506992	20513533	-	protein_coding
AT3G08475	AT3G08475		Chr3	20513172	20513538	+	antisense_long_noncoding_rna
AT3G55330	AT3G55330	PPL1	Chr3	20513739	20515392	-	protein_coding
AT3G55340	AT3G55340	PHIP1	Chr3	20515630	20518059	+	protein_coding
AT3G55350	AT3G55350		Chr3	20518266	20520956	+	protein_coding
AT3G55360	AT3G55360	CER10	Chr3	20520930	20523098	-	protein_coding
AT3G55370	AT3G55370	OBP3	Chr3	20527063	20529331	+	protein_coding
AT3G55380	AT3G55380	UBC14	Chr3	20531069	20533285	+	protein_coding
AT3G08480	AT3G08480		Chr3	20534412	20534648	-	antisense_long_noncoding_rna
AT3G55390	AT3G55390		Chr3	20534412	20535685	+	protein_coding
AT3G55400	AT3G55400	OVA1	Chr3	20535631	20539138	-	protein_coding
AT3G55410	AT3G55410		Chr3	20541269	20546053	+	protein_coding
AT3G55420	AT3G55420		Chr3	20547661	20548879	+	protein_coding
AT3G55430	AT3G55430		Chr3	20549423	20552215	-	protein_coding
AT3G55440	AT3G55440	TPI	Chr3	20553403	20556560	+	protein_coding
AT3G55450	AT3G55450	PBL1	Chr3	20557644	20560235	+	protein_coding
AT3G55460	AT3G55460	SCL30	Chr3	20560802	20563885	+	protein_coding
AT3G55470	AT3G55470		Chr3	20564081	20566329	+	protein_coding
AT3G55480	AT3G55480	PAT2	Chr3	20566248	20571248	-	protein_coding
AT3G55485	AT3G55485		Chr3	20571434	20571938	+	other_rna
AT3G08485	AT3G08485		Chr3	20571519	20571718	+	small_nucleolar_rna
AT3G55490	AT3G55490		Chr3	20571976	20573725	-	protein_coding
AT3G55500	AT3G55500	EXPA16	Chr3	20574752	20576249	-	protein_coding
AT3G55510	AT3G55510	RBL	Chr3	20578922	20582505	+	protein_coding
AT3G55513	AT3G55513		Chr3	20584872	20585420	-	protein_coding
AT3G08495	AT3G08495		Chr3	20584885	20585722	+	long_noncoding_rna
AT3G55512	AT3G55512	MIR172D	Chr3	20587904	20588027	+	mirna
AT3G55515	AT3G55515	RTFL7	Chr3	20590263	20591401	+	protein_coding
AT3G55520	AT3G55520		Chr3	20593661	20595345	+	protein_coding
AT3G08515	AT3G08515		Chr3	20593845	20594176	-	antisense_long_noncoding_rna
AT3G55530	AT3G55530	SDIR1	Chr3	20595126	20597603	-	protein_coding
AT3G08525	AT3G08525		Chr3	20595866	20596297	+	antisense_long_noncoding_rna
AT3G55540	AT3G55540		Chr3	20598218	20599614	+	protein_coding
AT3G55550	AT3G55550		Chr3	20599978	20602129	-	protein_coding
AT3G55560	AT3G55560	AGF2	Chr3	20604616	20606650	-	protein_coding
AT3G55566	AT3G55566		Chr3	20608742	20608840	+	protein_coding
AT3G55570	AT3G55570		Chr3	20610166	20610671	-	protein_coding
AT3G55580	AT3G55580		Chr3	20612693	20615932	+	protein_coding
AT3G08535	AT3G08535		Chr3	20616260	20616719	-	long_noncoding_rna
AT3G55590	AT3G55590		Chr3	20617049	20618881	+	protein_coding
AT3G08545	AT3G08545		Chr3	20619265	20619571	-	long_noncoding_rna
AT3G08555	AT3G08555		Chr3	20619901	20620232	-	novel_transcribed_region
AT3G55600	AT3G55600		Chr3	20620410	20622555	+	protein_coding
AT3G55605	AT3G55605		Chr3	20622607	20624051	+	protein_coding
AT3G55610	AT3G55610	P5CS2	Chr3	20624020	20629295	-	protein_coding
AT3G55620	AT3G55620	eIF6A	Chr3	20634057	20636555	+	protein_coding
AT3G55630	AT3G55630	DFD	Chr3	20636607	20639492	+	protein_coding
AT3G55640	AT3G55640		Chr3	20639647	20642659	+	protein_coding
AT3G08565	AT3G08565		Chr3	20642863	20643144	+	novel_transcribed_region
AT3G55646	AT3G55646		Chr3	20644843	20646688	+	protein_coding
AT3G55650	AT3G55650		Chr3	20647085	20648617	+	protein_coding
AT3G55660	AT3G55660	ROPGEF6	Chr3	20648794	20651484	-	protein_coding
AT3G55665	AT3G55665		Chr3	20653670	20654335	+	protein_coding
AT3G08575	AT3G08575	U5-4	Chr3	20653844	20653947	+	small_nuclear_rna
AT3G55670	AT3G55670		Chr3	20658013	20659503	-	protein_coding
AT3G55672	AT3G55672		Chr3	20660960	20661460	+	protein_coding
AT3G55677	AT3G55677		Chr3	20663983	20664576	+	protein_coding
AT3G55680	AT3G55680		Chr3	20665685	20666315	-	protein_coding
AT3G55690	AT3G55690		Chr3	20666887	20668789	+	protein_coding
AT3G55700	AT3G55700		Chr3	20671115	20673430	+	protein_coding
AT3G55710	AT3G55710		Chr3	20673564	20676021	+	protein_coding
AT3G55720	AT3G55720		Chr3	20679664	20681447	+	protein_coding
AT3G55730	AT3G55730	MYB109	Chr3	20681827	20684063	-	protein_coding
AT3G08585	AT3G08585		Chr3	20685991	20686246	+	long_noncoding_rna
AT3G55734	AT3G55734	MIR393B	Chr3	20691647	20691806	+	mirna
AT3G08595	AT3G08595		Chr3	20692692	20693139	+	long_noncoding_rna
AT3G55735	AT3G55735		Chr3	20693686	20693757	+	pre_trna
AT3G00920	AT3G00920		Chr3	20694059	20695229	+	novel_transcribed_region
AT3G55740	AT3G55740	PROT2	Chr3	20695433	20698292	+	protein_coding
AT3G55750	AT3G55750		Chr3	20698431	20700200	+	protein_coding
AT3G55760	AT3G55760		Chr3	20700314	20703130	+	protein_coding
AT3G55770	AT3G55770	WLIM2b	Chr3	20703171	20705341	+	protein_coding
AT3G55780	AT3G55780		Chr3	20705577	20707334	+	protein_coding
AT3G55790	AT3G55790		Chr3	20708196	20708658	+	protein_coding
AT3G55795	AT3G55795		Chr3	20709173	20709244	+	pre_trna
AT3G55800	AT3G55800	SBPASE	Chr3	20709294	20711640	+	protein_coding
AT3G55810	AT3G55810		Chr3	20711705	20713236	-	protein_coding
AT3G55820	AT3G55820		Chr3	20713709	20714825	+	protein_coding
AT3G55830	AT3G55830	EPC1	Chr3	20714946	20717443	+	protein_coding
AT3G55840	AT3G55840		Chr3	20716995	20718866	-	protein_coding
AT3G55850	AT3G55850	LAF3	Chr3	20721602	20725893	-	protein_coding
AT3G55860	AT3G55860		Chr3	20727591	20729619	-	protein_coding
AT3G55870	AT3G55870		Chr3	20730842	20733903	+	protein_coding
AT3G55880	AT3G55880	SUE4	Chr3	20736508	20738967	+	protein_coding
AT3G08605	AT3G08605	U5-1b	Chr3	20736781	20736881	-	small_nuclear_rna
AT3G08615	AT3G08615	U5-1*	Chr3	20740504	20740607	-	small_nuclear_rna
AT3G55890	AT3G55890		Chr3	20740610	20742441	+	protein_coding
AT3G55900	AT3G55900		Chr3	20742166	20742653	-	protein_coding
AT3G55910	AT3G55910		Chr3	20742676	20743479	+	protein_coding
AT3G55920	AT3G55920		Chr3	20743443	20745153	-	protein_coding
AT3G55930	AT3G55930		Chr3	20745382	20746265	-	protein_coding
AT3G55935	AT3G55935		Chr3	20746554	20746975	-	protein_coding
AT3G55940	AT3G55940		Chr3	20747629	20750408	+	protein_coding
AT3G55950	AT3G55950	CCR3	Chr3	20753565	20756690	-	protein_coding
AT3G55960	AT3G55960		Chr3	20760419	20763056	-	protein_coding
AT3G55970	AT3G55970	JRG21	Chr3	20766735	20769410	-	protein_coding
AT3G55980	AT3G55980	SZF1	Chr3	20776220	20778952	+	protein_coding
AT3G55990	AT3G55990	ESK1	Chr3	20780175	20783233	+	protein_coding
AT3G56000	AT3G56000	CSLA14	Chr3	20783269	20785885	-	protein_coding
AT3G56010	AT3G56010		Chr3	20788610	20790021	+	protein_coding
